--- seqs per file 30000
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP11,0.05914587205688218,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', '-', 'x', '-', '+')"
RBP11,0.003207377162998133,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', '-', 'x', '-', '-')"
RBP11,0.003207377162998133,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', '-', 'x', '-', 'x')"
RBP11,0.05914587205688224,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', '-', 'x', 'x', '+')"
RBP11,0.003207377162998133,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', '-', 'x', 'x', '-')"
RBP11,0.0032073771629981445,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', '-', 'x', 'x', 'x')"
RBP11,0.09206929161854836,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '+', '+', '+')"
RBP11,0.04188004418039635,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '+', '+', '-')"
RBP11,0.04188004418039638,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '+', '+', 'x')"
RBP11,0.055272804636074806,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '+', '-', '+')"
RBP11,-0.003881358897001085,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '+', '-', '-')"
RBP11,-0.0038813588970010833,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '+', '-', 'x')"
RBP11,0.05527280463607477,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '+', 'x', '+')"
RBP11,-0.0038813588970010816,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '+', 'x', '-')"
RBP11,-0.0038813588970010716,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '+', 'x', 'x')"
RBP11,0.09360237363261069,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '-', '+', '+')"
RBP11,0.046657870222911256,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '-', '+', '-')"
RBP11,0.046657870222911284,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '-', '+', 'x')"
RBP11,0.05914587205688221,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '-', '-', '+')"
RBP11,0.003207377162998132,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '-', '-', '-')"
RBP11,0.003207377162998133,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '-', '-', 'x')"
RBP11,0.05914587205688224,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '-', 'x', '+')"
RBP11,0.003207377162998133,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '-', 'x', '-')"
RBP11,0.0032073771629981445,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', '-', 'x', 'x')"
RBP11,0.09360237363261069,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', 'x', '+', '+')"
RBP11,0.046657870222911256,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', 'x', '+', '-')"
RBP11,0.04665787022291136,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', 'x', '+', 'x')"
RBP11,0.059145872056882196,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', 'x', '-', '+')"
RBP11,0.003207377162998133,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', 'x', '-', '-')"
RBP11,0.0032073771629981323,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', 'x', '-', 'x')"
RBP11,0.059145872056882216,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', 'x', 'x', '+')"
RBP11,0.0032073771629981354,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', 'x', 'x', '-')"
RBP11,0.003207377162998138,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', '-', 'x', 'x', 'x', 'x')"
RBP11,0.08831041247082573,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '+', '+', '+')"
RBP11,0.034930123956408314,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '+', '+', '-')"
RBP11,0.03493012395640831,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '+', '+', 'x')"
RBP11,0.0491389761176258,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '+', '-', '+')"
RBP11,-0.01242907623707696,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '+', '-', '-')"
RBP11,-0.012429076237076927,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '+', '-', 'x')"
RBP11,0.04913897611762579,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '+', 'x', '+')"
RBP11,-0.012429076237076927,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '+', 'x', '-')"
RBP11,-0.01242907623707693,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '+', 'x', 'x')"
RBP11,0.0914093171284355,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '-', '+', '+')"
RBP11,0.04099689145610171,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '-', '+', '-')"
RBP11,0.040996891456101754,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '-', '+', 'x')"
RBP11,0.05443186648139602,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '-', '-', '+')"
RBP11,-0.004870055140569409,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '-', '-', '-')"
RBP11,-0.004870055140569409,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '-', '-', 'x')"
RBP11,0.05443186648139608,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '-', 'x', '+')"
RBP11,-0.004870055140569409,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '-', 'x', '-')"
RBP11,-0.004870055140569399,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', '-', 'x', 'x')"
RBP11,0.0914093171284355,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', 'x', '+', '+')"
RBP11,0.040996891456101754,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', 'x', '+', '-')"
RBP11,0.04099689145610182,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', 'x', '+', 'x')"
RBP11,0.05443186648139608,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', 'x', '-', '+')"
RBP11,-0.004870055140569409,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', 'x', '-', '-')"
RBP11,-0.004870055140569399,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', 'x', '-', 'x')"
RBP11,0.054431866481396064,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', 'x', 'x', '+')"
RBP11,-0.004870055140569389,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', 'x', 'x', '-')"
RBP11,-0.004870055140569383,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '+', 'x', 'x', 'x')"
RBP11,0.09206929161854835,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '+', '+', '+')"
RBP11,0.04188004418039635,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '+', '+', '-')"
RBP11,0.04188004418039638,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '+', '+', 'x')"
RBP11,0.055272804636074806,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '+', '-', '+')"
RBP11,-0.0038813588970010864,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '+', '-', '-')"
RBP11,-0.0038813588970010838,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '+', '-', 'x')"
RBP11,0.05527280463607475,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '+', 'x', '+')"
RBP11,-0.0038813588970010864,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '+', 'x', '-')"
RBP11,-0.00388135889700107,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '+', 'x', 'x')"
RBP11,0.09360237363261066,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '-', '+', '+')"
RBP11,0.04665787022291124,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '-', '+', '-')"
RBP11,0.046657870222911256,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '-', '+', 'x')"
RBP11,0.05914587205688221,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '-', '-', '+')"
RBP11,0.0032073771629981297,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '-', '-', '-')"
RBP11,0.003207377162998133,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '-', '-', 'x')"
RBP11,0.059145872056882196,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '-', 'x', '+')"
RBP11,0.003207377162998133,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '-', 'x', '-')"
RBP11,0.0032073771629981323,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', '-', 'x', 'x')"
RBP11,0.09360237363261066,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', 'x', '+', '+')"
RBP11,0.046657870222911256,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', 'x', '+', '-')"
RBP11,0.04665787022291136,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', 'x', '+', 'x')"
RBP11,0.05914587205688218,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', 'x', '-', '+')"
RBP11,0.003207377162998133,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', 'x', '-', '-')"
RBP11,0.0032073771629981354,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', 'x', '-', 'x')"
RBP11,0.059145872056882216,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', 'x', 'x', '+')"
RBP11,0.0032073771629981354,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', 'x', 'x', '-')"
RBP11,0.0032073771629981362,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', '-', 'x', 'x', 'x')"
RBP11,0.0920692916185483,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '+', '+', '+')"
RBP11,0.04188004418039635,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '+', '+', '-')"
RBP11,0.04188004418039636,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '+', '+', 'x')"
RBP11,0.05527280463607474,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '+', '-', '+')"
RBP11,-0.0038813588970010877,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '+', '-', '-')"
RBP11,-0.0038813588970010734,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '+', '-', 'x')"
RBP11,0.05527280463607472,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '+', 'x', '+')"
RBP11,-0.0038813588970010734,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '+', 'x', '-')"
RBP11,-0.0038813588970010747,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '+', 'x', 'x')"
RBP11,0.09360237363261069,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '-', '+', '+')"
RBP11,0.046657870222911256,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '-', '+', '-')"
RBP11,0.04665787022291136,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '-', '+', 'x')"
RBP11,0.05914587205688218,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '-', '-', '+')"
RBP11,0.003207377162998133,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '-', '-', '-')"
RBP11,0.0032073771629981354,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '-', '-', 'x')"
RBP11,0.05914587205688224,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '-', 'x', '+')"
RBP11,0.003207377162998133,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '-', 'x', '-')"
RBP11,0.0032073771629981362,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', '-', 'x', 'x')"
RBP11,0.09360237363261069,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', 'x', '+', '+')"
RBP11,0.04665787022291129,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', 'x', '+', '-')"
RBP11,0.04665787022291136,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', 'x', '+', 'x')"
RBP11,0.05914587205688224,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', 'x', '-', '+')"
RBP11,0.003207377162998133,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', 'x', '-', '-')"
RBP11,0.0032073771629981445,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', 'x', '-', 'x')"
RBP11,0.059145872056882244,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', 'x', 'x', '+')"
RBP11,0.0032073771629981445,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', 'x', 'x', '-')"
RBP11,0.0032073771629981384,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', '-', 'x', 'x', 'x', 'x', 'x')"
RBP11,0.08521049165621061,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '+', '+', '+')"
RBP11,0.028025952803810004,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '+', '+', '-')"
RBP11,0.028025952803809994,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '+', '+', 'x')"
RBP11,0.0431700666343285,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '+', '-', '+')"
RBP11,-0.021036435598585337,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '+', '-', '-')"
RBP11,-0.02103643559858532,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '+', '-', 'x')"
RBP11,0.04317006663432846,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '+', 'x', '+')"
RBP11,-0.021036435598585337,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '+', 'x', '-')"
RBP11,-0.02103643559858532,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '+', 'x', 'x')"
RBP11,0.08995269137198483,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '-', '+', '+')"
RBP11,0.03529473520577197,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '-', '+', '-')"
RBP11,0.03529473520577199,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '-', '+', 'x')"
RBP11,0.049859003597879696,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '-', '-', '+')"
RBP11,-0.01328711878864918,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '-', '-', '-')"
RBP11,-0.013287118788649183,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '-', '-', 'x')"
RBP11,0.04985900359787971,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '-', 'x', '+')"
RBP11,-0.013287118788649183,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '-', 'x', '-')"
RBP11,-0.013287118788649174,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', '-', 'x', 'x')"
RBP11,0.08995269137198479,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', 'x', '+', '+')"
RBP11,0.03529473520577194,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', 'x', '+', '-')"
RBP11,0.03529473520577197,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', 'x', '+', 'x')"
RBP11,0.04985900359787971,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', 'x', '-', '+')"
RBP11,-0.01328711878864918,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', 'x', '-', '-')"
RBP11,-0.01328711878864919,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', 'x', '-', 'x')"
RBP11,0.04985900359787971,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', 'x', 'x', '+')"
RBP11,-0.013287118788649183,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', 'x', 'x', '-')"
RBP11,-0.013287118788649183,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '+', 'x', 'x', 'x')"
RBP11,0.09118506849653286,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '+', '+', '+')"
RBP11,0.03650984168001501,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '+', '+', '-')"
RBP11,0.036509841680015025,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '+', '+', 'x')"
RBP11,0.05111661638570141,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '+', '-', '+')"
RBP11,-0.012318736268593925,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '+', '-', '-')"
RBP11,-0.012318736268593906,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '+', '-', 'x')"
RBP11,0.0511166163857014,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '+', 'x', '+')"
RBP11,-0.012318736268593911,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '+', 'x', '-')"
RBP11,-0.01231873626859391,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '+', 'x', 'x')"
RBP11,0.0940178250411076,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '-', '+', '+')"
RBP11,0.04258340976842317,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '-', '+', '-')"
RBP11,0.04258340976842323,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '-', '+', 'x')"
RBP11,0.05633168806744559,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '-', '-', '+')"
RBP11,-0.004541511152712987,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '-', '-', '-')"
RBP11,-0.004541511152712987,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '-', '-', 'x')"
RBP11,0.056331688067445554,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '-', 'x', '+')"
RBP11,-0.004541511152712987,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '-', 'x', '-')"
RBP11,-0.004541511152712971,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', '-', 'x', 'x')"
RBP11,0.09401782504110759,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', 'x', '+', '+')"
RBP11,0.042583409768423196,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', 'x', '+', '-')"
RBP11,0.0425834097684231,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', 'x', '+', 'x')"
RBP11,0.056331688067445554,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', 'x', '-', '+')"
RBP11,-0.004541511152712987,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', 'x', '-', '-')"
RBP11,-0.004541511152712971,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', 'x', '-', 'x')"
RBP11,0.056331688067445554,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', 'x', 'x', '+')"
RBP11,-0.004541511152712978,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', 'x', 'x', '-')"
RBP11,-0.004541511152712973,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', '-', 'x', 'x', 'x')"
RBP11,0.09118506849653271,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '+', '+', '+')"
RBP11,0.036509841680014976,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '+', '+', '-')"
RBP11,0.03650984168001501,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '+', '+', 'x')"
RBP11,0.051116616385701384,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '+', '-', '+')"
RBP11,-0.012318736268593929,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '+', '-', '-')"
RBP11,-0.01231873626859391,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '+', '-', 'x')"
RBP11,0.05111661638570138,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '+', 'x', '+')"
RBP11,-0.012318736268593906,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '+', 'x', '-')"
RBP11,-0.012318736268593913,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '+', 'x', 'x')"
RBP11,0.09401782504110759,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '-', '+', '+')"
RBP11,0.042583409768423196,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '-', '+', '-')"
RBP11,0.04258340976842311,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '-', '+', 'x')"
RBP11,0.056331688067445554,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '-', '-', '+')"
RBP11,-0.004541511152712987,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '-', '-', '-')"
RBP11,-0.004541511152712978,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '-', '-', 'x')"
RBP11,0.05633168806744554,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '-', 'x', '+')"
RBP11,-0.004541511152712978,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '-', 'x', '-')"
RBP11,-0.004541511152712973,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', '-', 'x', 'x')"
RBP11,0.09401782504110762,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', 'x', '+', '+')"
RBP11,0.04258340976842315,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', 'x', '+', '-')"
RBP11,0.04258340976842318,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', 'x', '+', 'x')"
RBP11,0.05633168806744554,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', 'x', '-', '+')"
RBP11,-0.004541511152712976,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', 'x', '-', '-')"
RBP11,-0.004541511152712973,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', 'x', '-', 'x')"
RBP11,0.05633168806744554,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', 'x', 'x', '+')"
RBP11,-0.004541511152712976,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', 'x', 'x', '-')"
RBP11,-0.004541511152712974,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '+', 'x', 'x', 'x', 'x')"
RBP11,0.08831041247082569,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '-', '+', '+', '+', '+')"
RBP11,0.03493012395640831,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '+', 'x', '-', '+', '+', '+', '-')"
